url;Jumlah Data
http://lpse.sumsel.polri.go.id/eproc4;386
http://lpse.sumut.polri.go.id/eproc4;627
http://lpse.polban.ac.id/eproc4;
http://lpse.polije.ac.id/eproc4;
http://lpse.polinela.ac.id/eproc4;
http://lpse.polinema.ac.id/eproc4;
http://lpse.polimdo.ac.id/eproc4;
http://lpse.polsri.ac.id/eproc4;75
https://lpse.poliupg.ac.id/eproc4;
http://lpse.polipangkep.ac.id/eproc4;
https://lpse.acehprov.go.id/eproc4;22,121
https://lpse.baliprov.go.id/eproc4;4,74
https://lpse.bantenprov.go.id/eproc4;7,062
https://lpse.bengkuluprov.go.id/eproc4;3,778
https://lpse.jogjaprov.go.id/eproc4;8,005
https://lpse.gorontaloprov.go.id/eproc4;3,806
https://lpse.jambiprov.go.id/eproc4;4,633
https://lpse.jatengprov.go.id/eproc4;15,021
https://lpse.jatimprov.go.id/eproc4;15,527
https://lpse.kalbarprov.go.id/eproc4;5,46
https://lpse.kalselprov.go.id/eproc4;4,966
https://lpse.kalteng.go.id/eproc4;8,129
https://lpse.kaltimprov.go.id/eproc4;10,88
https://lpse.kaltaraprov.go.id/eproc4;2,311
https://lpse.babelprov.go.id/eproc4;3,023
https://lpse.kepriprov.go.id/eproc4;7,93
https://lpse.lampungprov.go.id/eproc4;10,582
https://lpse.malukuprov.go.id/eproc4;9,721
https://lpse.malutprov.go.id/eproc4;5,057
https://lpse.ntbprov.go.id/eproc4;4,053
http://lpse.nttprov.go.id/eproc4;5,919
http://lpse.papua.go.id/eproc4;5,794
https://tender.papuabaratprov.go.id/eproc4;3,035
http://lpse.riau.go.id/eproc4;10,056
https://lpse.sulbarprov.go.id/eproc4;2,655
https://lpse.sulselprov.go.id/eproc4;7,106
http://lpse.sultengprov.go.id/eproc4;4,605
https://lpse.sultraprov.go.id/eproc4;8,653
http://lpse.sulutprov.go.id/eproc4;5,889
http://103.22.250.210/eproc4;13,32
http://lpse.sumselprov.go.id/eproc4;9,135
https://lpse.sumutprov.go.id/eproc4;10,584
http://lpse.depkes.go.id/eproc4;
http://lpse.iain-jember.ac.id/eproc4;100
https://lpse.dkn.go.id/eproc4;
https://lpse.dpd.go.id/eproc4;162
https://lpse.radenfatah.ac.id/eproc4;
https://lpse.unair.ac.id/eproc4;728
http://lpse.unand.ac.id/eproc4;288
http://lpse.unila.ac.id/eproc4;
http://lpse.unib.ac.id/eproc4;
http://lpse.ub.ac.id/eproc4;784
http://lpse.undip.ac.id/eproc4;4,168
https://lpse.ugm.ac.id/eproc4;1,008
http://lpse.uho.ac.id/eproc4;130
http://lpse.unhas.ac.id/eproc4;478
https://lpse.ui.ac.id/eproc4;1,325
http://lpse.unja.ac.id/eproc4;
http://lpse.unej.ac.id/eproc4;209
https://lpse.unsoed.ac.id/eproc4;
https://lpse.ulm.ac.id/eproc4;
http://lpse.unimal.ac.id/eproc4;
http://lpse.unram.ac.id/eproc4;151
http://lpse.unmul.ac.id/eproc4;
http://lpse.ung.ac.id/eproc4;
http://lpse.unm.ac.id/eproc4;642
http://lpse.um.ac.id/eproc4;246
http://lpse.unima.ac.id/eproc4;
http://lpse.unimed.ac.id/eproc4;909
http://lpse.unp.ac.id/eproc4;
http://lpse.uns.ac.id/eproc4;637
http://lpse.unnes.ac.id/eproc4;
http://lpse.unesa.ac.id/eproc4;257
http://lpse.upr.ac.id/eproc4;
https://lpse.unri.ac.id/eproc4;
https://lpse.unsri.ac.id/eproc4;
https://lpse.usu.ac.id/eproc4;555
https://lpse.unsyiah.ac.id/eproc4;
http://lpse.untad.ac.id/eproc4;341
http://lpse.untan.ac.id/eproc4;191
http://lpse.utu.ac.id/eproc4;
http://lpse.unud.ac.id/eproc4;109
https://lpse.big.go.id/eproc4;1,742
http://lpse.bin.go.id/eproc4;239
https://lpse.bkn.go.id/eproc4;177
https://lpse.bkpm.go.id/eproc4;915
https://lpse.bnn.go.id/eproc4;833
http://lpse.bnpb.go.id/eproc4;829
http://lpse.bnpt.go.id/eproc4;179
http://lpse.bnpp.go.id/eproc4;134
https://lpse.pom.go.id/eproc4;3,463
http://lpse.bppt.go.id/eproc4;
https://lpse.bpbatam.go.id/eproc4;2,003
https://lpse.bps.go.id/eproc4;1,03
https://lpse.dpr.go.id/eproc4;643
https://lpse.kemendagri.go.id/eproc4;2,897
https://eproc.esdm.go.id/eproc4;7,845
https://lpse.kemenkumham.go.id/eproc4;11,923
http://lpse.kkp.go.id/eproc4;8,237
https://lpse.kominfo.go.id/eproc4;1,796
https://lpse.kemenkopukm.go.id/eproc4;1,346
http://lpse.menlhk.go.id/eproc4;8,187
https://lpse.kemlu.go.id/eproc4;635
https://lpse.kemenpora.go.id/eproc4;551
https://lpse.kemdikbud.go.id/eproc4;10,769
https://lpse.kemendag.go.id/eproc4;1,263
https://lpse.dephub.go.id/eproc4;53,428
https://lpse.kemenperin.go.id/eproc4;4,34
http://lpse.kemhan.go.id/eproc4;445
https://lpse.pertanian.go.id/eproc4;6,632
https://lpse.kpu.go.id/eproc4;2,467
http://lpse.lipi.go.id/eproc4;2,034
http://lpse.lemhannas.go.id/eproc4;287
https://lpse.lapan.go.id/eproc4;
http://lpse.mahkamahkonstitusi.go.id/eproc4;
http://lpse.mpr.go.id/eproc4;130
http://spse.pdamkotamalang.com/eproc4;
https://eproc.airnavindonesia.co.id/eproc4;
http://lpse.metro.polri.go.id/eproc4;1,971
http://lpse.pnj.ac.id/eproc4;
http://lpse.tvri.co.id/eproc4;461
http://lpse.mabestni.mil.id/eproc4;927
https://lpse.tniad.org/eproc4;11,503
http://lpse.tnial.mil.id/eproc4;2,466
http://110.138.137.229/eproc4;
http://lpse.ut.ac.id/eproc4;
https://lpse.jakarta.go.id/eproc4;36,613
http://eproc.kbn.co.id/eproc4;
https://lpse.pelni.co.id/eproc4;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
